,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
3124,2272808,0,"TECH MAHINDRA (AMERICAS), INC.",Computer Systems Analysts,SYSTEMS ANALYST,Y,61200.0,2012.0,"RICHARDSON, TEXAS",-96.72985190000001,32.948333500000004
3125,1590488,1,GEORGIA IT INC.,Computer Systems Analysts,SYSTEMS ANALYSTS,Y,63107.0,2014.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
3126,1596934,0,THE FLORIDA STATE UNIVERSITY,"Geoscientists, Except Hydrologists and Geographers",ASSISTANT IN RESEARCH,Y,45357.0,2014.0,"TALLAHASSEE, FLORIDA",-84.2807329,30.4382559
3127,438250,0,"INDEED, INC.",DATABASE ADMINISTRATORS,MYSQL DATABASE ADMINISTRATOR,Y,78652.0,2016.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
3128,2423438,0,"NEW WORLD TRAVEL, INC.","Managers, All Other",ACCOUNT MANAGER,Y,57700.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3129,2753250,0,"CONSILIENCE SOFTWARE, INC.","Computer Software Engineers, Applications",DEPLOYMENT CONSULTANT,Y,81200.0,2011.0,"WATERTOWN, MASSACHUSETTS",-71.1828321,42.3709299
3130,919541,1,"WHOLESOME REALTY MANAGEMENT, INC.",ENVIRONMENTAL ENGINEERS,ENVIRONMENTAL ENGINEER,N,62067.2,2015.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3131,831963,1,"TWITCH INTERACTIVE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER II,Y,94162.0,2015.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3132,1312983,0,"CELCITE MANAGEMENT SOLUTIONS, LLC",Electrical Engineers,SR. RF ENGINEER,Y,85800.0,2014.0,"CERRITOS, CALIFORNIA",-118.0647871,33.858348299999996
3133,2797951,0,"SCOTT PARTNERSHIP ARCHITECTURE, INC.","Architects, Except Landscape and Naval",ARCHITECT,N,50481.6,2011.0,"ORLANDO, FLORIDA",-81.3792365,28.5383355
3134,1314920,1,DELOITTE CONSULTING LLP,Computer Systems Analysts,MANAGER,Y,91624.0,2014.0,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
3135,2824731,0,"MEDSTAR PHYSICIANS PARTNERS, INC.","Internists, General",INTERNIST,N,110344.0,2011.0,"BETHESDA, MARYLAND",-77.09470920000001,38.984652000000004
3136,2297485,0,"VEETLE, INC.","Software Developers, Applications",SENIOR SOFTWARE ENGINEER,Y,99653.0,2012.0,"PALO ALTO, CALIFORNIA",-122.14301950000001,37.441883399999995
3137,2374133,0,CRIME VICTIM CARE OF ALLEN COUNTY,"Child, Family, and School Social Workers",FAMILY CASE MANAGER,Y,38480.0,2012.0,"FORT WAYNE, INDIANA",-85.13935129999999,41.079273
3138,1510459,0,"NANAIMO STUDIO, LLC","Software Developers, Applications",SOFTWARE DEVELOPER,Y,155663040.0,2014.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3139,898741,1,"SENTINEL POWER SERVICES, INC.",ELECTRICAL ENGINEERS,PROJECT ENGINEER,Y,40394.0,2015.0,"TULSA, OKLAHOMA",-95.992775,36.1539816
3140,779362,0,HEAT TRANSFER PRODUCTS GROUP LLC,FINANCIAL MANAGERS,DIVISION CONTROLLER,Y,121500.0,2015.0,"DULUTH, GEORGIA",-84.1446376,34.0028786
3141,2746879,1,UNIVERSITY OF CENTRAL FLORIDA,"Engineering Technicians, Except Drafters, All Othe",VISITING RESEARCH ASSOCIATE,Y,35984.0,2011.0,"ORLANDO, FLORIDA",-81.3792365,28.5383355
3142,704678,1,"NRG ENERGY, INC.",COMPUTER SYSTEMS ANALYSTS,SR. HYPERION PROGRAMMER ANALYST,Y,103043.0,2015.0,"PRINCETON, NEW JERSEY",-74.66722259999999,40.3572976
3143,2431454,0,"POLO GRILL, INC.",Accountants and Auditors,ACCONTANT,Y,51397.0,2012.0,"LORTON, VIRGINIA",-77.2277603,38.704282
3144,649629,1,"HOME DEPOT USA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",IT DEVELOPER,Y,61027.0,2015.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3145,338243,1,ALTIMETRIK CORP,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,98342.0,2016.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
3146,929229,1,HUMAN RESOURCE AND KNOWLEDGE INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,52499.0,2015.0,"ISELIN, NEW JERSEY",-74.3223703,40.5753817
3147,66054,1,"CITIBANK, N.A.",CREDIT ANALYSTS,CREDIT RISK ANALYST,N,62317.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3148,2393148,1,ADVANCED INDUSTRIAL COMPUTER INC.,Market Research Analysts and Marketing Specialists,SALES ENGINEER,Y,33467.0,2012.0,"CITY OF INDUSTRY, CALIFORNIA",-117.95867539999999,34.0197335
3149,281196,1,TATA CONSULTANCY SERVICES LIMITED,COMPUTER PROGRAMMERS,DEVELOPER,N,67891.0,2016.0,"IRVING, TEXAS",-96.9488945,32.814017699999994
3150,177795,1,"AB OVO, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,61276.8,2016.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
3151,672176,1,BANK OF AMERICA N.A.,"SOFTWARE DEVELOPERS, APPLICATIONS",AVP; TECH ASSOCIATE - CAPMKT,Y,91104.0,2015.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3152,528858,0,"PAGE SOUTHERLAND PAGE, INC.",LANDSCAPE ARCHITECTS,LANDSCAPE DESIGNER,N,57131.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3153,1178793,1,INFOSYS LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",TECHNICAL TEST LEAD - US,Y,67808.0,2015.0,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
3154,2396744,1,"OUTSOURCE RESEARCH CONSULTING, INC.",Mechanical Engineers,RESEARCH ENGINEER,Y,59092.8,2012.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3155,2653371,1,DW PRACTICE LLC,Computer Programmers,COMPUTER PROGRAMMER,Y,61173.0,2011.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
3156,671868,1,ADAEQUARE INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,73091.0,2015.0,"ANNAPOLIS, MARYLAND",-76.4921829,38.9784453
3157,2912914,0,BARBARA J. BRANDES & ASSOCIATES,Management Analysts,CONSULTANT (MANAGEMENT ANALYST),N,57782.4,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3158,888298,1,ACCENTURE LLP,COMPUTER PROGRAMMERS,COMPUTER PROGRAMMER/CONFIGURER 2,Y,70429.0,2015.0,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
3159,2692524,0,"WILLIAMS LEA, INC.",Management Analysts,RECORDS ANALYST,Y,47800.0,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3160,619139,0,CLAS SOCCER,COACHES AND SCOUTS,SPARTA DIRECTOR,N,20800.0,2016.0,"KNOXVILLE, TENNESSEE",-83.9207392,35.96063839999999
3161,1071830,1,"MARLABS, INC.",COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,97115.0,2015.0,"ISSAQUAH, WASHINGTON",-122.03261909999999,47.5301011
3162,1152463,1,AUREUS TECHSYSTEMS LLC,"SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER, APPLICATION",Y,62982.0,2015.0,"TRENTON, NEW JERSEY",-74.74293840000001,40.2170534
3163,1540192,0,ZWICK ART L.L.C,"Art, Drama, and Music Teachers, Postsecondary",ART TEACHER,Y,31020.0,2014.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
3164,2391139,0,DESIGN NS INC,Commercial and Industrial Designers,SENIOR FURNITURE PROJECT  DESIGNER,Y,58344.0,2012.0,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
3165,2054559,1,HITACHI DATA SYSTEMS CORPORATION,"Software Developers, Applications",SOFTWARE DEVELOPMENT ENGINEER,Y,120218.0,2013.0,"SANTA CLARA, CALIFORNIA",-121.9552356,37.354107899999995
3166,494710,1,"AUTODESK, INC.","COMPUTER OCCUPATIONS, ALL OTHER",SOFTWARE DEVELOPMENT ENGINEER IN TEST,Y,77064.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3167,611630,0,SUPREME COURT OF THE STATE OF NEW YORK,LIBRARY TECHNICIANS,LAW LIBRARY RESEARCH/TECHNICIANS,N,32156.8,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3168,2469337,0,VERIZON CORPORATE RESOURCES GROUP LLC,Financial Analysts,CONSULTANT-FINANCIAL PLANNING & ANALYSIS,Y,63100.0,2012.0,"BASKING RIDGE, NEW JERSEY",-74.54932840000001,40.7066174
3169,1413351,1,INFOSYS LIMITED,Computer Systems Analysts,CONSULTANT - US,Y,59613.0,2014.0,"COLUMBUS, INDIANA",-85.9213796,39.201440399999996
3170,2574066,0,DAWANI STORE INC,Accountants and Auditors,ACCOUNTING ASSOCIATE,Y,22464.0,2012.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3171,1776407,0,"PLUMMERS, INC",Computer Programmers,COMPUTER PROGRAMMER,Y,51667.0,2014.0,"PETALUMA, CALIFORNIA",-122.6366524,38.232417
3172,1237694,1,INFOSYS LIMITED,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,PRINCIPAL CONSULTANT - INFRASTRUCTURE MANAGEMENT - US,Y,97115.0,2015.0,"EXTON, PENNSYLVANIA",-75.6274583,40.0325817
3173,2087948,1,SCHLUMBERGER TECHNOLOGY CORPORATION,Nuclear Engineers,PHYSICIST,Y,102939.0,2013.0,"KATY, TEXAS",-95.82439559999999,29.7857853
3174,2014616,0,"4WEALTH FINANCIAL GROUP, LLC",Accountants and Auditors,STAFF ACCOUNTANT,Y,45739.2,2013.0,"BURR RIDGE, ILLINOIS",-87.91839190000002,41.748920299999995
3175,2681257,1,"JOHNSON CONTROLS, INC.",Electrical Engineers,SENIOR IT ANALYST,Y,71323.0,2011.0,"HOLLAND, MICHIGAN",-86.1089301,42.7875235
3176,1946942,0,"ATLANTA PLANET, LLC",Financial Analysts,REAL ESTATE INVESTMENT ANALYST,N,49982.4,2013.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3177,24338,1,"HARMONI INTERNATIONAL SPICE, INC., CALIFORNIA",COST ESTIMATORS,COST ANALYST,N,37149.0,2016.0,"CITY OF INDUSTRY, CALIFORNIA",-117.95867539999999,34.0197335
3178,103337,1,ANA-DATA CONSULTING INC,COMPUTER SYSTEMS ANALYSTS,SR. SOFTWARE ENGINEER/DEVELOPER,Y,100755.2,2016.0,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
3179,691555,1,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,61318.0,2015.0,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
3180,2724663,0,CORPORATE AMERICAN SOLUTIONS CORP.,Advertising and Promotions Managers,ADVERTISING & MEDIA MANAGER,Y,51605.0,2011.0,"DORAL, FLORIDA",-80.3553302,25.8195424
3181,1656542,1,"HIGHLAND BEHAVIORAL HEALTH SERVICES, INC.",Psychiatrists,PSYCHIATRIST,Y,131269.0,2014.0,"CHARLESTON, WEST VIRGINIA",-81.6326234,38.3498195
3182,86109,1,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYSTS,PROJECT MANAGER - US,Y,79643.0,2016.0,"DUBLIN, OHIO",-83.11407709999999,40.0992294
3183,1395315,1,"TERRAPIN ENERGY SERVICES, LLC",Accountants and Auditors,ACCOUNTANT,Y,54912.0,2014.0,"MOUNTAIN VIEW, CALIFORNIA",-122.08385109999999,37.3860517
3184,503400,0,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",LEAD ENGINEER,N,64522.0,2016.0,"RICHFIELD, MINNESOTA",-93.28300209999999,44.8832982
3185,2412491,0,"MORROW ENGINEERING, INC.",Electrical Engineers,ASSOCIATE ELECTRICAL ENGINEER,Y,55494.0,2012.0,"WICHITA, KANSAS",-97.330053,37.6871761
3186,1333274,1,IBM INDIA PRIVATE LIMITED,Computer Programmers,TECHNICAL LEAD,Y,71074.0,2014.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3187,1439194,1,AETNA LIFE INSURANCE COMPANY,Market Research Analysts and Marketing Specialists,ANALYST,Y,39166.0,2014.0,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
3188,1584543,1,"SAMSUNG ELECTRO MECHANICS AMERICA, INC.",Materials Scientists,APPLICATION ENGINEER,Y,56826.0,2014.0,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
3189,2332155,0,"HOOGWEGT U.S., INC.",Sales Managers,EXPORT ACCOUNT MANAGER,Y,82181.0,2012.0,"LAKE FOREST, ILLINOIS",-87.840625,42.2586342
3190,2866380,0,"T-MOBILE USA, INC.","Computer Software Engineers, Applications",SENIOR PROCESS INTEGRATION BASIS ADMINISTRATOR,Y,95181.0,2011.0,"FRISCO, TEXAS",-96.82361159999999,33.1506744
3191,2256887,0,"EXPERTUS, INC.","Computer Occupations, All Other*",QA ANALYST,Y,49150.0,2012.0,"ISELIN, NEW JERSEY",-74.3223703,40.5753817
3192,2856673,1,"OHL USA, INC.",Accountants,ACCOUNTANT,Y,54662.0,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3193,2711777,0,ICARE HOME HEALTH,Accountants and Auditors,BILLING MANAGER,Y,59692.0,2011.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
3194,1953243,1,"GO IT SERVICES, INC.",Computer Systems Analysts,SYSTEMS ANALYST,Y,72592.0,2013.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3195,1160183,1,"REGENERON PHARMACEUTICALS, INC.",BIOLOGICAL TECHNICIANS,RESEARCH ASSOCIATE IV,Y,44512.0,2015.0,"TARRYTOWN, NEW YORK",-73.85874609999999,41.076207700000005
3196,2400860,0,"AAXY, L.L.C.",Credit Analysts,CREDIT ANALYST,Y,37898.0,2012.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
3197,2675440,0,JADE APPAREL INC.,Industrial Production Managers,PRODUCTION MANAGER,N,58219.2,2011.0,"MONTEBELLO, CALIFORNIA",-118.11375349999999,34.0165053
3198,1050022,0,AUGENTIUS (US) INC,ACCOUNTANTS AND AUDITORS,BUSINESS DEVELOPMENT ANALYST,Y,40000.0,2015.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3199,1712304,1,"PYRAMID CONSULTING, INC.",Computer Programmers,BI BUSINESS / DATA ANALYST DEVELOPER,Y,93891.0,2014.0,"ALPHARETTA, GEORGIA",-84.2940899,34.07537620000001
3200,1403474,1,"PARAM CONSULTING SERVICES, INC",Computer Programmers,COMPUTER PROGRAMMER,Y,52770.0,2014.0,"ISELIN, NEW JERSEY",-74.3223703,40.5753817
3201,1502753,1,INSPUR USA INC.,Market Research Analysts and Marketing Specialists,BUSINESS ANALYST,Y,43513.6,2014.0,"REDMOND, WASHINGTON",-122.12151200000001,47.6739881
3202,1084438,1,DELOITTE & TOUCHE LLP,COMPUTER SYSTEMS ANALYSTS,ERS MANAGER,Y,66560.0,2015.0,"BISMARCK, NORTH DAKOTA",-100.7837392,46.808326799999996
3203,676945,1,ERNST & YOUNG U.S. LLP,ACCOUNTANTS AND AUDITORS,ASSURANCE STAFF,Y,47403.0,2015.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3204,92307,1,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,SENIOR TEST ANALYST,N,56742.0,2016.0,"RICHMOND, VIRGINIA",-77.4360481,37.540724600000004
3205,2633469,1,INFOSYS LIMITED,"Computer Occupations, All Other*",TECHNICAL TEST LEAD - US,Y,58906.0,2012.0,"NORTHBROOK, ILLINOIS",-87.82895479999999,42.127526700000004
3206,276943,1,PROSPANCE INC,COMPUTER PROGRAMMER,PROGRAMMER ANALYST,Y,94141.0,2016.0,"FREMONT, CALIFORNIA",-121.98857190000001,37.548269700000006
3207,2317863,1,RIVER GLEN WEALTH COUNSELORS,Financial Analysts,FINANCIAL PLANNING ANALYST,Y,48714.0,2012.0,"WEST DES MOINES, IOWA",-93.711332,41.5772115
3208,1587600,1,RULESWARE LLC,"Software Developers, Applications",CONSULTANT,Y,66331.0,2014.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
3209,674376,1,COLUMBIA SUSSEX MANAGEMENT LLC,FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND,DIRECTOR OF HOUSEKEEPING,Y,39250.0,2015.0,"ANCHORAGE, ALASKA",-149.90027780000003,61.2180556
3210,721397,1,MUSIGMA INC,MANAGEMENT ANALYSTS,ASSOCIATE,Y,47445.0,2015.0,"LAKE FOREST, ILLINOIS",-87.840625,42.2586342
3211,2671195,0,"MARTINSVILLE PHYSICIAN PRACTICES, LLC","Pediatricians, General",PEDIATRIC PHYSICIAN,Y,124259.0,2011.0,"MARTINSVILLE, VIRGINIA",-79.8725386,36.691526200000006
3212,2119823,0,"X3CREATIVE, LLC",Graphic Designers,GRAPHIC DESIGNER,Y,68053440.0,2013.0,"SMYRNA, GEORGIA",-84.51437609999999,33.883992600000006
3213,1872099,1,"SMARTBRIDGE, LLC",Computer Systems Analysts,SYSTEMS ANALYST,Y,72592.0,2013.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3214,787828,1,"ORACLE AMERICA, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",SOFTWARE DEVELOPER,Y,100006.0,2015.0,"REDWOOD SHORES, CALIFORNIA",-122.2455364,37.536413399999994
3215,2102197,1,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Medical and Clinical Laboratory Technicians,RESEARCH COORDINATOR,N,43180.8,2013.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3216,1293507,1,"RANDSTAD TECHNOLOGIES, LP","Software Developers, Applications",SENIOR SOFTWARE DEVELOPER,Y,81141.0,2014.0,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
3217,2478386,0,UNITED STATES INSTITUTE OF PEACE,Political Scientists,PROGRAM OFFICER,Y,80101.0,2012.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
3218,1781482,1,AMAZON CORPORATE LLC,"Software Developers, Applications",SOFTWARE DEVELOPMENT ENGINEER I,Y,73174.0,2014.0,"SEATTLE, WASHINGTON",-122.33207079999998,47.6062095
3219,1009853,0,WAVELETSOFT TECHNOLOGIES INC,COMPUTER PROGRAMMERS,SOFTWARE PROGRAMMER,Y,51542.0,2015.0,"BENTONVILLE, ARKANSAS",-94.2088172,36.372853799999994
3220,1296597,0,NFORCE CORPORATION,Computer Systems Analysts,PROGRAMMER ANALYST,Y,62088.0,2014.0,"YORBA LINDA, CALIFORNIA",-117.8131125,33.888625899999994
3221,1158226,1,DIMENSION CONSULTING,"COMPUTER OCCUPATIONS, ALL OTHER",TEST ENGINEER,Y,68536.0,2015.0,"BETHPAGE, NEW YORK",-73.4820687,40.7442664
3222,1842072,0,HEWLETT-PACKARD COMPANY,Logisticians,BUSINESS OPERATIONS MANAGER,Y,73639.0,2013.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
3223,308661,1,"CAPITAL ONE SERVICES, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",SENIOR SOFTWARE ENGINEER,Y,74776.0,2016.0,"RICHMOND, VIRGINIA",-77.4360481,37.540724600000004
3224,11533,0,BLUE CROSS BLUE SHIELD OF MICHIGAN (BCBSM),COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT MANAGER,Y,110386.0,2016.0,"DETROIT, MICHIGAN",-83.0457538,42.331427000000005
3225,1628203,1,INFOSYS LIMITED,Computer Systems Analysts,TECHNOLOGY LEAD - US,Y,64626.0,2014.0,"FORT WORTH, TEXAS",-97.3307658,32.7554883
3226,1979240,1,"PRESIDIO INTERNATIONAL, INC","Wholesale and Retail Buyers, Except Farm Products",MERCHANDISE ASSISTANT,Y,41746.0,2013.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3227,2503996,0,HARLEM MEDICAL GROUP P.C. DBA DOCTORS MEDICAL GROU,Health Educators,HEALTH EDUCATOR,N,31616.0,2012.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3228,2821402,0,"WERT-BERATER, INC.",Financial Analysts,FINANCAIL ANALYST,Y,45489.6,2011.0,"DENVER, COLORADO",-104.990251,39.739235799999996
3229,213642,1,IBM INDIA PRIVATE LIMITED,COMPUTER PROGRAMMERS,CONSULTANT,Y,73923.0,2016.0,"NEWARK, NEW JERSEY",-74.1723667,40.735657
3230,1543653,1,JADE GLOBAL INC.,Sales Managers,"VP, SALES",Y,86861.0,2014.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
3231,85530,1,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYSTS,PRODUCTION SUPPORT LEAD - US,Y,78478.0,2016.0,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
3232,718685,0,"COMPLEX LEGAL SERVICES, INC","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,99798.0,2015.0,"TORRANCE, CALIFORNIA",-118.34062879999999,33.835849200000006
3233,1198069,1,IT RESONANCE INC.,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,58219.0,2015.0,"IRVINE, CALIFORNIA",-117.79469420000001,33.6839473
3234,2618372,1,"RAVELLO SOLUTIONS, LLC","Software Developers, Applications",SENIOR ARCHITECT AND JAVA SOFTWARE TECHNICAL LEAD,Y,86258.0,2012.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3235,1067011,0,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","PHYSICIANS AND SURGEONS, ALL OTHER",RESIDENT PHYSICIAN,Y,51871.0,2015.0,"TORRANCE, CALIFORNIA",-118.34062879999999,33.835849200000006
3236,872615,0,STUDIO GUTS LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE DEVELOPER,N,61068.8,2015.0,"ALHAMBRA, CALIFORNIA",-118.1270146,34.095287
3237,2989446,1,"APEX TECHNOLOGY GROUP, INC",Management Analysts,BUSINESS ANALYST,Y,58531.0,2011.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
3238,945197,0,"GLOBALLOGIC,INC.","SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,69000.0,2015.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
3239,1816175,1,"SAGARSOFT, INC",Computer Systems Analysts,BUSINESS SYSTEM ANALYST,Y,48131.2,2013.0,"RICHMOND, VIRGINIA",-77.4360481,37.540724600000004
3240,914583,1,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,91499.0,2015.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
3241,606251,1,SAM HOUSTON STATE UNIVERSITY,"HISTORY TEACHERS, POSTSECONDARY",ASSISTANT PROFESSOR OF HISTORY,N,33480.0,2016.0,"HUNTSVILLE, TEXAS",-95.55077709999999,30.723526300000003
3242,2964956,0,"FIBRON TECHNOLOGIES, INC.",Chemists,POSTDOCTORATE CHEMIST,Y,42806.0,2011.0,"INGLEWOOD, CALIFORNIA",-118.3531311,33.9616801
3243,2693238,0,"TC VENTURES V, LLC",Management Analysts,INTERNATIONAL BUSINESS MANAGER,N,44241.6,2011.0,"JOHNSTOWN, PENNSYLVANIA",-78.9219698,40.3267407
3244,2457081,1,NVIDIA CORPORATION,Computer Hardware Engineers,SENIOR HARDWARE ENGINEER,Y,150026.0,2012.0,"SANTA CLARA, CALIFORNIA",-121.9552356,37.354107899999995
3245,2778962,0,"TELETECH TEAM, LLC",Network Systems and Data Communications Analysts,NETWORK ENGINEER,Y,54267.0,2011.0,"RICHARDSON, TEXAS",-96.72985190000001,32.948333500000004
3246,2158502,1,TATA CONSULTANCY SERVICES LIMITED,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEER,Y,56805.0,2013.0,"DEERFIELD, ILLINOIS",-87.8445119,42.171136499999996
3247,1473996,1,PEREZ TRADING COMPANY,"Computer Occupations, All Other",IT PROJECT MANAGER,Y,49379.0,2014.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
3248,1528592,1,"IRIS WHOLESALE, INC",Fashion Designers,APPAREL DIRECTOR,N,42036.8,2014.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
3249,2969112,0,"TRIMED, INC.",Industrial Production Managers,PRODUCT MANAGER,Y,97178.0,2011.0,"SANTA CLARITA, CALIFORNIA",-118.54258600000001,34.3916641
3250,2801095,1,THYSSENKRUPP STEEL SERVICES-TRADING/,Materials Engineers,SUPPLY CHAIN SPECIALIST,Y,56472.0,2011.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
3251,2145074,0,INFOSYS LIMITED,"Computer Occupations, All Other",TECHNICAL TEST LEAD - US,Y,74381.0,2013.0,"PLANO, TEXAS",-96.6988856,33.0198431
3252,2212217,0,DELOITTE CONSULTING LLP,Computer and Information Systems Managers,SENIOR MANAGER,Y,77792.0,2013.0,"BATTLE CREEK, MICHIGAN",-85.17971419999999,42.32115220000001
3253,531382,1,"QUALICHEM, INC.",CHEMICAL ENGINEERS,ASPAC TECHNICAL MANAGER,Y,78499.0,2016.0,"SALEM, VIRGINIA",-80.05476259999999,37.293468100000005
3254,2669016,1,"NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.",Statisticians,SENIOR BIOSTATISTICIAN,Y,89752.0,2011.0,"CAMBRIDGE, MASSACHUSETTS",-71.10973349999999,42.373615799999996
3255,1442526,0,AGILE FUSION CORPORATION,"Software Developers, Applications",SOFTWARE ENGINEER,Y,71219.0,2014.0,"PLEASANTON, CALIFORNIA",-121.8746789,37.6624312
3256,2834233,1,SIEMENS PLM SOFTWARE INC.,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER,Y,58700.0,2011.0,"CYPRESS, CALIFORNIA",-118.0372852,33.8169599
3257,2431503,0,"VEDICSOFT SOLUTIONS, INC.,","Computer Occupations, All Other*",QUALITY ASSURANCE ENGINEER,Y,57021952.0,2012.0,"ERIE, PENNSYLVANIA",-80.085059,42.1292241
3258,2344853,1,THE UNIVERSITY OF GEORGIA,"Engineering Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,75120.0,2012.0,"ATHENS, GEORGIA",-83.357567,33.9519347
3259,330566,0,SAUCE LABS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,96866.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
3260,700745,1,ZUVEN TECHNOLOGIES INC,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,50565.0,2015.0,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
